DATE,VISITING TEAM,HOME TEAM,TIME
,,,
"SAT OCT 10, 2009",MINNESOTA,SAN JOSE,10:30 PM ET
,,,
"SUN OCT 11, 2009",ANAHEIM,NY RANGERS,5:00 PM ET
,,,
"SUN OCT 11, 2009",DALLAS,VANCOUVER,10:00 PM ET
,,,
"MON OCT 12, 2009",COLORADO,BOSTON,1:00 PM ET
,,,
"MON OCT 12, 2009",LOS ANGELES,NY ISLANDERS,2:00 PM ET
,,,
"MON OCT 12, 2009",TORONTO,NY RANGERS,7:00 PM ET
,,,
"MON OCT 12, 2009",NEW JERSEY,WASHINGTON,7:00 PM ET
,,,
"MON OCT 12, 2009",PITTSBURGH,OTTAWA,7:30 PM ET
,,,
"MON OCT 12, 2009",FLORIDA,TAMPA BAY,7:30 PM ET
,,,
"MON OCT 12, 2009",EDMONTON,NASHVILLE,8:00 PM ET
,,,
"MON OCT 12, 2009",CALGARY,CHICAGO,8:00 PM ET
,,,
"MON OCT 12, 2009",PHOENIX,SAN JOSE,10:30 PM ET
,,,
"TUE OCT 13, 2009",DETROIT,BUFFALO,7:00 PM ET
,,,
"TUE OCT 13, 2009",CALGARY,COLUMBUS,7:00 PM ET
,,,
"TUE OCT 13, 2009",COLORADO,TORONTO,7:30 PM ET
,,,
"WED OCT 14, 2009",LOS ANGELES,NY RANGERS,7:00 PM ET
,,,
"WED OCT 14, 2009",PITTSBURGH,CAROLINA,7:00 PM ET
,,,
"WED OCT 14, 2009",EDMONTON,CHICAGO,8:30 PM ET
,,,
"WED OCT 14, 2009",NASHVILLE,DALLAS,8:30 PM ET
,,,
"WED OCT 14, 2009",MINNESOTA,ANAHEIM,10:00 PM ET
,,,
"THU OCT 15, 2009",SAN JOSE,WASHINGTON,7:00 PM ET
,,,
"THU OCT 15, 2009",COLORADO,MONTREAL,7:30 PM ET
,,,
"THU OCT 15, 2009",TAMPA BAY,OTTAWA,7:30 PM ET
,,,
"THU OCT 15, 2009",LOS ANGELES,DETROIT,7:30 PM ET
,,,
"THU OCT 15, 2009",CHICAGO,NASHVILLE,8:00 PM ET
,,,
"THU OCT 15, 2009",ST. LOUIS,PHOENIX,10:00 PM ET
,,,
"FRI OCT 16, 2009",ATLANTA,NEW JERSEY,7:00 PM ET
,,,
"FRI OCT 16, 2009",NY ISLANDERS,BUFFALO,7:30 PM ET
,,,
"FRI OCT 16, 2009",PHILADELPHIA,FLORIDA,7:30 PM ET
,,,
"FRI OCT 16, 2009",BOSTON,DALLAS,8:30 PM ET
,,,
"FRI OCT 16, 2009",VANCOUVER,CALGARY,9:00 PM ET
,,,
"FRI OCT 16, 2009",MINNESOTA,EDMONTON,9:00 PM ET
,,,
"SAT OCT 17, 2009",ATLANTA,BUFFALO,7:00 PM ET
,,,
"SAT OCT 17, 2009",NY RANGERS,TORONTO,7:00 PM ET
,,,
"SAT OCT 17, 2009",OTTAWA,MONTREAL,7:00 PM ET
,,,
"SAT OCT 17, 2009",CAROLINA,NEW JERSEY,7:00 PM ET
,,,
"SAT OCT 17, 2009",SAN JOSE,NY ISLANDERS,7:00 PM ET
,,,
"SAT OCT 17, 2009",NASHVILLE,WASHINGTON,7:00 PM ET
,,,
"SAT OCT 17, 2009",COLORADO,DETROIT,7:00 PM ET
,,,
"SAT OCT 17, 2009",LOS ANGELES,COLUMBUS,7:00 PM ET
,,,
"SAT OCT 17, 2009",TAMPA BAY,PITTSBURGH,7:30 PM ET
,,,
"SAT OCT 17, 2009",DALLAS,CHICAGO,8:30 PM ET
,,,
"SAT OCT 17, 2009",BOSTON,PHOENIX,9:00 PM ET
,,,
"SAT OCT 17, 2009",MINNESOTA,VANCOUVER,10:00 PM ET
,,,
"SAT OCT 17, 2009",ST. LOUIS,ANAHEIM,10:00 PM ET
,,,
"MON OCT 19, 2009",SAN JOSE,NY RANGERS,7:00 PM ET
,,,
"MON OCT 19, 2009",LOS ANGELES,DALLAS,8:30 PM ET
,,,
"MON OCT 19, 2009",VANCOUVER,EDMONTON,9:00 PM ET
,,,
"TUE OCT 20, 2009",ST. LOUIS,PITTSBURGH,7:00 PM ET
,,,
"TUE OCT 20, 2009",ATLANTA,MONTREAL,7:30 PM ET
,,,
"TUE OCT 20, 2009",COLUMBUS,CALGARY,9:30 PM ET
,,,
"WED OCT 21, 2009",NASHVILLE,BOSTON,7:00 PM ET
,,,
"WED OCT 21, 2009",CAROLINA,NY ISLANDERS,7:00 PM ET
,,,
"WED OCT 21, 2009",BUFFALO,FLORIDA,7:30 PM ET
,,,
"WED OCT 21, 2009",COLORADO,MINNESOTA,8:00 PM ET
,,,
"WED OCT 21, 2009",VANCOUVER,CHICAGO,8:30 PM ET
,,,
"WED OCT 21, 2009",DALLAS,ANAHEIM,10:00 PM ET
,,,
"THU OCT 22, 2009",NY ISLANDERS,MONTREAL,7:00 PM ET
,,,
"THU OCT 22, 2009",NEW JERSEY,NY RANGERS,7:00 PM ET
,,,
"THU OCT 22, 2009",BOSTON,PHILADELPHIA,7:00 PM ET
,,,
"THU OCT 22, 2009",WASHINGTON,ATLANTA,7:00 PM ET
,,,
"THU OCT 22, 2009",NASHVILLE,OTTAWA,7:30 PM ET
,,,
"THU OCT 22, 2009",SAN JOSE,TAMPA BAY,7:30 PM ET
,,,
"THU OCT 22, 2009",COLUMBUS,EDMONTON,9:30 PM ET
,,,
"THU OCT 22, 2009",DETROIT,PHOENIX,10:00 PM ET
,,,
"THU OCT 22, 2009",DALLAS,LOS ANGELES,10:30 PM ET
,,,
"FRI OCT 23, 2009",FLORIDA,PITTSBURGH,7:30 PM ET
,,,
"FRI OCT 23, 2009",MINNESOTA,ST. LOUIS,8:00 PM ET
,,,
"FRI OCT 23, 2009",CAROLINA,COLORADO,9:00 PM ET
,,,
"SAT OCT 24, 2009",NY RANGERS,MONTREAL,7:00 PM ET
,,,
"SAT OCT 24, 2009",BOSTON,OTTAWA,7:00 PM ET
,,,
"SAT OCT 24, 2009",WASHINGTON,NY ISLANDERS,7:00 PM ET
,,,
"SAT OCT 24, 2009",FLORIDA,PHILADELPHIA,7:00 PM ET
,,,
"SAT OCT 24, 2009",SAN JOSE,ATLANTA,7:00 PM ET
,,,
"SAT OCT 24, 2009",TORONTO,VANCOUVER,7:00 PM ET
,,,
"SAT OCT 24, 2009",NEW JERSEY,PITTSBURGH,7:30 PM ET
,,,
"SAT OCT 24, 2009",BUFFALO,TAMPA BAY,7:30 PM ET
,,,
"SAT OCT 24, 2009",DALLAS,ST. LOUIS,8:00 PM ET
,,,
"SAT OCT 24, 2009",CAROLINA,MINNESOTA,8:00 PM ET
,,,
"SAT OCT 24, 2009",NASHVILLE,CHICAGO,8:30 PM ET
,,,
"SAT OCT 24, 2009",DETROIT,COLORADO,9:00 PM ET
,,,
"SAT OCT 24, 2009",LOS ANGELES,PHOENIX,9:00 PM ET
,,,
"SAT OCT 24, 2009",EDMONTON,CALGARY,10:00 PM ET
,,,
"SAT OCT 24, 2009",COLUMBUS,ANAHEIM,10:00 PM ET
,,,
"SUN OCT 25, 2009",SAN JOSE,PHILADELPHIA,7:00 PM ET
,,,
"SUN OCT 25, 2009",COLUMBUS,LOS ANGELES,9:00 PM ET
,,,
"SUN OCT 25, 2009",EDMONTON,VANCOUVER,10:00 PM ET
,,,
"MON OCT 26, 2009",PHOENIX,NY RANGERS,7:00 PM ET
,,,
"MON OCT 26, 2009",NY ISLANDERS,MONTREAL,7:30 PM ET
,,,
"MON OCT 26, 2009",MINNESOTA,CHICAGO,8:00 PM ET
,,,
"MON OCT 26, 2009",TORONTO,ANAHEIM,10:00 PM ET
,,,
"TUE OCT 27, 2009",PHILADELPHIA,WASHINGTON,7:00 PM ET
,,,
"TUE OCT 27, 2009",COLORADO,EDMONTON,9:30 PM ET
,,,
"TUE OCT 27, 2009",DETROIT,VANCOUVER,10:00 PM ET
,,,
"WED OCT 28, 2009",BUFFALO,NEW JERSEY,7:00 PM ET
,,,
"WED OCT 28, 2009",NY RANGERS,NY ISLANDERS,7:00 PM ET
,,,
"WED OCT 28, 2009",ST. LOUIS,CAROLINA,7:00 PM ET
,,,
"WED OCT 28, 2009",PHOENIX,COLUMBUS,7:00 PM ET
,,,
"WED OCT 28, 2009",MONTREAL,PITTSBURGH,7:30 PM ET
,,,
"WED OCT 28, 2009",OTTAWA,FLORIDA,7:30 PM ET
,,,
"WED OCT 28, 2009",NASHVILLE,MINNESOTA,8:00 PM ET
,,,
"WED OCT 28, 2009",TORONTO,DALLAS,8:00 PM ET
,,,
"WED OCT 28, 2009",COLORADO,CALGARY,9:30 PM ET
,,,
"WED OCT 28, 2009",LOS ANGELES,SAN JOSE,10:30 PM ET
,,,
"THU OCT 29, 2009",NEW JERSEY,BOSTON,7:00 PM ET
,,,
"THU OCT 29, 2009",WASHINGTON,ATLANTA,7:00 PM ET
,,,
"THU OCT 29, 2009",OTTAWA,TAMPA BAY,7:00 PM ET
,,,
"THU OCT 29, 2009",PHOENIX,ST. LOUIS,8:00 PM ET
,,,
"THU OCT 29, 2009",CHICAGO,NASHVILLE,8:00 PM ET
,,,
"THU OCT 29, 2009",DETROIT,EDMONTON,9:30 PM ET
,,,
"THU OCT 29, 2009",VANCOUVER,LOS ANGELES,10:30 PM ET
,,,
"FRI OCT 30, 2009",NY ISLANDERS,WASHINGTON,7:00 PM ET
,,,
"FRI OCT 30, 2009",PITTSBURGH,COLUMBUS,7:00 PM ET
,,,
"FRI OCT 30, 2009",TORONTO,BUFFALO,7:30 PM ET
,,,
"FRI OCT 30, 2009",NY RANGERS,MINNESOTA,8:00 PM ET
,,,
"FRI OCT 30, 2009",MONTREAL,CHICAGO,8:30 PM ET
,,,
"FRI OCT 30, 2009",FLORIDA,DALLAS,8:30 PM ET
,,,
"FRI OCT 30, 2009",VANCOUVER,ANAHEIM,10:00 PM ET
,,,
"FRI OCT 30, 2009",COLORADO,SAN JOSE,10:30 PM ET
,,,
"SAT OCT 31, 2009",EDMONTON,BOSTON,1:00 PM ET
,,,
"SAT OCT 31, 2009",CAROLINA,PHILADELPHIA,1:00 PM ET
,,,
"SAT OCT 31, 2009",ATLANTA,OTTAWA,2:00 PM ET
,,,
"SAT OCT 31, 2009",NEW JERSEY,TAMPA BAY,3:00 PM ET
,,,
"SAT OCT 31, 2009",TORONTO,MONTREAL,7:00 PM ET
,,,
"SAT OCT 31, 2009",BUFFALO,NY ISLANDERS,7:00 PM ET
,,,
"SAT OCT 31, 2009",MINNESOTA,PITTSBURGH,7:30 PM ET
,,,
"SAT OCT 31, 2009",FLORIDA,ST. LOUIS,8:00 PM ET
,,,
"SAT OCT 31, 2009",DALLAS,NASHVILLE,8:00 PM ET
,,,
"SAT OCT 31, 2009",ANAHEIM,PHOENIX,9:00 PM ET
,,,
"SAT OCT 31, 2009",DETROIT,CALGARY,10:00 PM ET
,,,
"SUN NOV 1, 2009",BOSTON,NY RANGERS,1:00 PM ET
,,,
"SUN NOV 1, 2009",SAN JOSE,CAROLINA,1:30 PM ET
,,,
"SUN NOV 1, 2009",COLUMBUS,WASHINGTON,5:00 PM ET
,,,
"SUN NOV 1, 2009",COLORADO,VANCOUVER,10:00 PM ET
,,,
"MON NOV 2, 2009",TAMPA BAY,PHILADELPHIA,5:00 PM ET
,,,
"MON NOV 2, 2009",EDMONTON,NY ISLANDERS,7:00 PM ET
,,,
"MON NOV 2, 2009",LOS ANGELES,PHOENIX,9:00 PM ET
,,,
"TUE NOV 3, 2009",BOSTON,DETROIT,7:00 PM ET
,,,
"TUE NOV 3, 2009",TAMPA BAY,TORONTO,7:30 PM ET
,,,
"TUE NOV 3, 2009",ATLANTA,MONTREAL,7:30 PM ET
,,,
"TUE NOV 3, 2009",NY RANGERS,VANCOUVER,10:00 PM ET
,,,
"TUE NOV 3, 2009",PITTSBURGH,ANAHEIM,10:00 PM ET
,,,
"WED NOV 4, 2009",NY ISLANDERS,BUFFALO,7:00 PM ET
,,,
"WED NOV 4, 2009",WASHINGTON,NEW JERSEY,7:00 PM ET
,,,
"WED NOV 4, 2009",SAN JOSE,COLUMBUS,7:00 PM ET
,,,
"WED NOV 4, 2009",CAROLINA,FLORIDA,7:30 PM ET
,,,
"WED NOV 4, 2009",CALGARY,DALLAS,8:30 PM ET
,,,
"WED NOV 4, 2009",PHOENIX,COLORADO,9:00 PM ET
,,,
"THU NOV 5, 2009",MONTREAL,BOSTON,7:00 PM ET
,,,
"THU NOV 5, 2009",COLUMBUS,ATLANTA,7:00 PM ET
,,,
"THU NOV 5, 2009",TAMPA BAY,OTTAWA,7:30 PM ET
,,,
"THU NOV 5, 2009",SAN JOSE,DETROIT,7:30 PM ET
,,,
"THU NOV 5, 2009",VANCOUVER,MINNESOTA,8:00 PM ET
,,,
"THU NOV 5, 2009",CALGARY,ST. LOUIS,8:30 PM ET
,,,
"THU NOV 5, 2009",CHICAGO,PHOENIX,9:00 PM ET
,,,
"THU NOV 5, 2009",NY RANGERS,EDMONTON,9:30 PM ET
,,,
"THU NOV 5, 2009",NASHVILLE,ANAHEIM,10:00 PM ET
,,,
"THU NOV 5, 2009",PITTSBURGH,LOS ANGELES,10:30 PM ET
,,,
"FRI NOV 6, 2009",NY ISLANDERS,NEW JERSEY,7:00 PM ET
,,,
"FRI NOV 6, 2009",TORONTO,CAROLINA,7:00 PM ET
,,,
"FRI NOV 6, 2009",PHILADELPHIA,BUFFALO,7:30 PM ET
,,,
"FRI NOV 6, 2009",WASHINGTON,FLORIDA,7:30 PM ET
,,,
"FRI NOV 6, 2009",VANCOUVER,DALLAS,8:30 PM ET
,,,
"FRI NOV 6, 2009",CHICAGO,COLORADO,9:00 PM ET
,,,
"SAT NOV 7, 2009",NASHVILLE,LOS ANGELES,4:00 PM ET
,,,
"SAT NOV 7, 2009",BUFFALO,BOSTON,7:00 PM ET
,,,
"SAT NOV 7, 2009",DETROIT,TORONTO,7:00 PM ET
,,,
"SAT NOV 7, 2009",TAMPA BAY,MONTREAL,7:00 PM ET
,,,
"SAT NOV 7, 2009",NEW JERSEY,OTTAWA,7:00 PM ET
,,,
"SAT NOV 7, 2009",ATLANTA,NY ISLANDERS,7:00 PM ET
,,,
"SAT NOV 7, 2009",ST. LOUIS,PHILADELPHIA,7:00 PM ET
,,,
"SAT NOV 7, 2009",FLORIDA,WASHINGTON,7:00 PM ET
,,,
"SAT NOV 7, 2009",CAROLINA,COLUMBUS,7:00 PM ET
,,,
"SAT NOV 7, 2009",DALLAS,MINNESOTA,8:00 PM ET
,,,
"SAT NOV 7, 2009",NY RANGERS,CALGARY,10:00 PM ET
,,,
"SAT NOV 7, 2009",PHOENIX,ANAHEIM,10:00 PM ET
,,,
"SAT NOV 7, 2009",PITTSBURGH,SAN JOSE,10:30 PM ET
,,,
"SUN NOV 8, 2009",ST. LOUIS,ATLANTA,5:00 PM ET
,,,
"SUN NOV 8, 2009",EDMONTON,COLORADO,8:00 PM ET
,,,
"MON NOV 9, 2009",LOS ANGELES,CHICAGO,8:00 PM ET
,,,
"TUE NOV 10, 2009",PITTSBURGH,BOSTON,7:00 PM ET
,,,
"TUE NOV 10, 2009",MINNESOTA,TORONTO,7:00 PM ET
,,,
"TUE NOV 10, 2009",CALGARY,MONTREAL,7:30 PM ET
,,,
"TUE NOV 10, 2009",EDMONTON,OTTAWA,7:30 PM ET
,,,
"TUE NOV 10, 2009",VANCOUVER,ST. LOUIS,8:00 PM ET
,,,
"TUE NOV 10, 2009",NASHVILLE,SAN JOSE,10:30 PM ET
,,,
"WED NOV 11, 2009",EDMONTON,BUFFALO,7:00 PM ET
,,,
"WED NOV 11, 2009",ANAHEIM,NEW JERSEY,7:00 PM ET
,,,
"WED NOV 11, 2009",NY ISLANDERS,WASHINGTON,7:00 PM ET
,,,
"WED NOV 11, 2009",LOS ANGELES,CAROLINA,7:00 PM ET
,,,
"WED NOV 11, 2009",DETROIT,COLUMBUS,7:00 PM ET
,,,
"WED NOV 11, 2009",COLORADO,CHICAGO,8:30 PM ET
,,,
"THU NOV 12, 2009",FLORIDA,BOSTON,7:00 PM ET
,,,
"THU NOV 12, 2009",ATLANTA,NY RANGERS,7:00 PM ET
,,,
"THU NOV 12, 2009",OTTAWA,PHILADELPHIA,7:00 PM ET
,,,
"THU NOV 12, 2009",NEW JERSEY,PITTSBURGH,7:30 PM ET
,,,
"THU NOV 12, 2009",MINNESOTA,TAMPA BAY,7:30 PM ET
,,,
"THU NOV 12, 2009",VANCOUVER,DETROIT,7:30 PM ET
,,,
"THU NOV 12, 2009",NASHVILLE,ST. LOUIS,8:00 PM ET
,,,
"THU NOV 12, 2009",MONTREAL,PHOENIX,9:00 PM ET
,,,
"THU NOV 12, 2009",DALLAS,SAN JOSE,10:30 PM ET
,,,
"FRI NOV 13, 2009",MINNESOTA,WASHINGTON,7:00 PM ET
,,,
"FRI NOV 13, 2009",NY ISLANDERS,CAROLINA,7:00 PM ET
,,,
"FRI NOV 13, 2009",ANAHEIM,COLUMBUS,7:00 PM ET
,,,
"FRI NOV 13, 2009",CALGARY,BUFFALO,7:30 PM ET
,,,
"FRI NOV 13, 2009",LOS ANGELES,ATLANTA,7:30 PM ET
,,,
"FRI NOV 13, 2009",TORONTO,CHICAGO,8:30 PM ET
,,,
"SAT NOV 14, 2009",NY RANGERS,OTTAWA,2:00 PM ET
,,,
"SAT NOV 14, 2009",CALGARY,TORONTO,7:00 PM ET
,,,
"SAT NOV 14, 2009",WASHINGTON,NEW JERSEY,7:00 PM ET
,,,
"SAT NOV 14, 2009",BUFFALO,PHILADELPHIA,7:00 PM ET
,,,
"SAT NOV 14, 2009",NY ISLANDERS,FLORIDA,7:00 PM ET
,,,
"SAT NOV 14, 2009",ANAHEIM,DETROIT,7:00 PM ET
,,,
"SAT NOV 14, 2009",BOSTON,PITTSBURGH,7:30 PM ET
,,,
"SAT NOV 14, 2009",LOS ANGELES,TAMPA BAY,7:30 PM ET
,,,
"SAT NOV 14, 2009",SAN JOSE,ST. LOUIS,8:00 PM ET
,,,
"SAT NOV 14, 2009",MONTREAL,NASHVILLE,8:00 PM ET
,,,
"SAT NOV 14, 2009",DALLAS,PHOENIX,8:00 PM ET
,,,
"SAT NOV 14, 2009",VANCOUVER,COLORADO,10:00 PM ET
,,,
"SUN NOV 15, 2009",MINNESOTA,CAROLINA,1:30 PM ET
,,,
"SUN NOV 15, 2009",EDMONTON,ATLANTA,2:00 PM ET
,,,
"SUN NOV 15, 2009",SAN JOSE,CHICAGO,7:00 PM ET
,,,
"MON NOV 16, 2009",NY ISLANDERS,BOSTON,7:00 PM ET
,,,
"MON NOV 16, 2009",NEW JERSEY,PHILADELPHIA,7:00 PM ET
,,,
"MON NOV 16, 2009",EDMONTON,COLUMBUS,7:00 PM ET
,,,
"MON NOV 16, 2009",ANAHEIM,PITTSBURGH,7:30 PM ET
,,,
"MON NOV 16, 2009",LOS ANGELES,FLORIDA,7:30 PM ET
,,,
"MON NOV 16, 2009",TAMPA BAY,PHOENIX,9:00 PM ET
,,,
"TUE NOV 17, 2009",WASHINGTON,NY RANGERS,7:00 PM ET
,,,
"TUE NOV 17, 2009",CAROLINA,MONTREAL,7:30 PM ET
,,,
"TUE NOV 17, 2009",TORONTO,OTTAWA,7:30 PM ET
,,,
"TUE NOV 17, 2009",SAN JOSE,NASHVILLE,8:00 PM ET
,,,
"TUE NOV 17, 2009",COLORADO,CALGARY,9:30 PM ET
,,,
"WED NOV 18, 2009",FLORIDA,BUFFALO,7:00 PM ET
,,,
"WED NOV 18, 2009",DALLAS,DETROIT,7:30 PM ET
,,,
"WED NOV 18, 2009",PHOENIX,MINNESOTA,8:00 PM ET
,,,
"WED NOV 18, 2009",COLORADO,EDMONTON,9:00 PM ET
,,,
"WED NOV 18, 2009",PHILADELPHIA,LOS ANGELES,10:30 PM ET
,,,
"THU NOV 19, 2009",TORONTO,CAROLINA,7:00 PM ET
,,,
"THU NOV 19, 2009",BOSTON,ATLANTA,7:00 PM ET
,,,
"THU NOV 19, 2009",PITTSBURGH,OTTAWA,7:30 PM ET
,,,
"THU NOV 19, 2009",PHOENIX,ST. LOUIS,8:00 PM ET
,,,
"THU NOV 19, 2009",NEW JERSEY,NASHVILLE,8:00 PM ET
,,,
"THU NOV 19, 2009",COLUMBUS,DALLAS,8:30 PM ET
,,,
"THU NOV 19, 2009",CHICAGO,CALGARY,9:30 PM ET
,,,
"THU NOV 19, 2009",TAMPA BAY,ANAHEIM,10:00 PM ET
,,,
"FRI NOV 20, 2009",MONTREAL,WASHINGTON,7:00 PM ET
,,,
"FRI NOV 20, 2009",BOSTON,BUFFALO,7:30 PM ET
,,,
"FRI NOV 20, 2009",FLORIDA,DETROIT,7:30 PM ET
,,,
"FRI NOV 20, 2009",NY ISLANDERS,MINNESOTA,8:00 PM ET
,,,
"FRI NOV 20, 2009",COLORADO,VANCOUVER,10:00 PM ET
,,,
"FRI NOV 20, 2009",PHILADELPHIA,SAN JOSE,10:00 PM ET
,,,
"SAT NOV 21, 2009",CALGARY,LOS ANGELES,4:00 PM ET
,,,
"SAT NOV 21, 2009",WASHINGTON,TORONTO,7:00 PM ET
,,,
"SAT NOV 21, 2009",DETROIT,MONTREAL,7:00 PM ET
,,,
"SAT NOV 21, 2009",BUFFALO,OTTAWA,7:00 PM ET
,,,
"SAT NOV 21, 2009",FLORIDA,NY RANGERS,7:00 PM ET
,,,
"SAT NOV 21, 2009",TAMPA BAY,CAROLINA,7:00 PM ET
,,,
"SAT NOV 21, 2009",PITTSBURGH,ATLANTA,7:00 PM ET
,,,
"SAT NOV 21, 2009",NY ISLANDERS,ST. LOUIS,8:00 PM ET
,,,
"SAT NOV 21, 2009",COLUMBUS,NASHVILLE,8:00 PM ET
,,,
"SAT NOV 21, 2009",NEW JERSEY,DALLAS,8:00 PM ET
,,,
"SAT NOV 21, 2009",PHILADELPHIA,PHOENIX,8:00 PM ET
,,,
"SAT NOV 21, 2009",CHICAGO,EDMONTON,10:00 PM ET
,,,
"SAT NOV 21, 2009",SAN JOSE,ANAHEIM,10:00 PM ET
,,,
"SUN NOV 22, 2009",TAMPA BAY,ATLANTA,5:00 PM ET
,,,
"SUN NOV 22, 2009",CHICAGO,VANCOUVER,10:00 PM ET
,,,
"MON NOV 23, 2009",DETROIT,NASHVILLE,7:00 PM ET
,,,
"MON NOV 23, 2009",NY ISLANDERS,TORONTO,7:00 PM ET
,,,
"MON NOV 23, 2009",COLUMBUS,NY RANGERS,7:00 PM ET
,,,
"MON NOV 23, 2009",WASHINGTON,OTTAWA,7:30 PM ET
,,,
"MON NOV 23, 2009",PITTSBURGH,FLORIDA,7:30 PM ET
,,,
"MON NOV 23, 2009",BOSTON,ST. LOUIS,8:00 PM ET
,,,
