DATE\TEAM,ANH,ARI,BOS,BUF,CAR,CBJ,CGY,CHI,COL,DAL,DET,EDM,FLA,LAK,MIN,MON,NJD,NSH,NYI,NYR,OTT,PHI,PIT,SJS,STL,TBL,TOR,VAN,WPG,WSH
2/16/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/23/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/2014,,,,CAR-H,BUF-A,,,,,,,,,,,,,,,,,,,,,,,,,
2/26/2014,,,BUF-A,BOS-H,,,,,LAK-H,,MON-A,,,COL-A,,DET-H,,,,,,,,,VAN-A,,,STL-H,,
2/27/2014,,WPG-A,,,DAL-A,NJD-A,LAK-H,NYR-A,,CAR-H,OTT-A,MIN-H,WSH-H,CGY-A,EDM-A,PIT-A,CBJ-H,TBL-H,TOR-H,CHI-H,DET-H,SJS-H,MON-H,PHI-A,,NSH-A,NYI-A,,ARI-H,FLA-A
2/28/2014,STL-H,COL-A,,SJS-H,,,,,ARI-H,,,,,,VAN-A,,,,,,,,,BUF-A,ANH-A,,,MIN-H,,
3/1/2014,,,WSH-H,,LAK-A,FLA-H,EDM-A,PIT-H,,TBL-H,,CGY-H,CBJ-A,CAR-H,,TOR-H,NYI-A,WPG-H,NJD-H,PHI-A,,NYR-H,CHI-A,,,DAL-A,MON-A,,NSH-A,BOS-A
3/2/2014,CAR-H,STL-H,NYR-A,,ANH-A,,,,TBL-H,,,,NYI-A,,,,SJS-H,,FLA-H,BOS-H,VAN-A,WSH-A,,NJD-A,ARI-A,COL-A,,OTT-H,,PHI-H
3/3/2014,,,,DAL-A,,TOR-A,MIN-A,,,BUF-H,,,,MON-H,CGY-H,LAK-A,,,,,,,,,,,CBJ-H,,,
3/4/2014,,VAN-H,FLA-H,,SJS-A,DAL-H,,COL-H,CHI-A,CBJ-A,NJD-A,OTT-H,BOS-A,,,,DET-H,PIT-H,WPG-A,,EDM-A,,NSH-A,CAR-H,TBL-H,STL-A,,ARI-A,NYI-H,
3/5/2014,MON-H,,,,,,OTT-H,,,,,,,,,ANH-A,,,,TOR-H,CGY-A,WSH-H,,,,,NYR-A,,,PHI-A
3/6/2014,,MON-H,WSH-H,TBL-A,,CHI-A,,CBJ-H,DET-A,VAN-H,COL-H,NYI-H,,WPG-A,,ARI-A,,STL-H,EDM-A,,,,SJS-A,PIT-H,NSH-A,BUF-H,,DAL-A,LAK-H,BOS-A
3/7/2014,PIT-H,,,FLA-A,NYR-H,,NYI-H,,,,NJD-H,,BUF-H,,,,DET-A,,CGY-A,CAR-A,,,ANH-A,,,,,,,
3/8/2014,,WSH-A,TBL-A,,NJD-A,NSH-A,VAN-A,,STL-H,MIN-H,,,,,DAL-A,SJS-A,CAR-H,CBJ-H,,,WPG-A,TOR-A,,MON-H,COL-A,BOS-H,PHI-H,CGY-H,OTT-H,ARI-H
3/9/2014,,,FLA-A,CHI-H,,,,BUF-A,,,NYR-A,LAK-H,BOS-H,EDM-A,STL-H,,,,,DET-H,,,,,MIN-A,,,,,
3/10/2014,TOR-H,TBL-A,,,,,LAK-H,,WPG-H,,,,,CGY-A,,,,OTT-A,VAN-A,,NSH-H,,WSH-A,,,ARI-H,ANH-A,NYI-H,COL-A,PIT-H
3/11/2014,,FLA-A,,NSH-H,NYR-H,DET-H,,,,STL-A,CBJ-A,MIN-A,ARI-H,,EDM-H,,PHI-A,BUF-A,,CAR-A,,NJD-H,WSH-H,TOR-H,DAL-H,,SJS-A,,,PIT-A
3/12/2014,CGY-A,,MON-A,,,,ANH-H,COL-A,CHI-H,,,,,,,BOS-H,,,,,,,,,,,,WPG-A,VAN-H,
3/13/2014,,BOS-A,ARI-H,CAR-A,BUF-H,SJS-H,,,,,,STL-A,TBL-A,TOR-H,NYR-H,,,,,MIN-A,,,,CBJ-A,EDM-H,FLA-H,LAK-A,,,
3/14/2014,COL-A,,,,,,DAL-A,NSH-H,ANH-H,CGY-H,EDM-H,DET-A,NJD-H,,,,FLA-A,CHI-A,SJS-H,WPG-A,,,,NYI-A,,,,WSH-A,NYR-H,VAN-H
3/15/2014,LAK-A,CGY-H,CAR-H,NYI-A,BOS-A,MIN-A,ARI-A,,,,,,,ANH-H,CBJ-H,OTT-H,TBL-A,STL-H,BUF-H,,MON-A,PIT-H,PHI-A,,NSH-A,NJD-H,,,,
3/16/2014,,,,MON-H,EDM-H,,,DET-H,OTT-A,WPG-A,CHI-A,CAR-A,VAN-H,,,BUF-A,,,,SJS-H,COL-H,PIT-A,PHI-H,NYR-A,,,WSH-A,FLA-A,DAL-H,TOR-H
3/17/2014,,LAK-A,MIN-H,,,,,,,,,,,ARI-H,BOS-A,,,,,,,,,,WPG-H,VAN-H,,TBL-A,STL-A,
3/18/2014,WSH-H,,NJD-A,CGY-A,CBJ-A,CAR-H,BUF-H,PHI-A,MON-A,PIT-A,TOR-H,NSH-H,SJS-A,,NYI-A,COL-H,BOS-H,EDM-A,MIN-H,OTT-A,NYR-H,CHI-H,DAL-H,FLA-H,,,DET-A,,,ANH-A
3/19/2014,,,,,,,,STL-H,WPG-A,,,,,,,,,VAN-A,,,,,,,CHI-A,TOR-A,TBL-H,NSH-H,COL-H,
3/20/2014,SJS-A,FLA-H,,EDM-A,,MON-A,,,,PHI-A,PIT-H,BUF-H,ARI-A,WSH-H,NJD-A,CBJ-H,MIN-H,,,,TBL-H,DAL-H,DET-A,ANH-H,,OTT-A,,,,LAK-A
3/21/2014,,,COL-A,,CHI-A,NYR-H,NSH-H,CAR-H,BOS-H,,,,,,,,,CGY-A,,CBJ-A,,,,,,,,,,
3/22/2014,,BOS-H,ARI-A,,WPG-A,,EDM-A,,,OTT-H,MIN-A,CGY-H,LAK-A,FLA-H,DET-H,TOR-A,NYR-H,,,NJD-A,DAL-A,STL-H,TBL-H,WSH-H,PHI-A,PIT-A,MON-H,,CAR-H,SJS-A
3/23/2014,FLA-H,,,VAN-A,,NYI-A,,NSH-H,,,MIN-H,,ANH-A,,DET-A,,TOR-H,CHI-A,CBJ-H,,,,STL-H,,PIT-A,,NJD-A,BUF-H,,
3/24/2014,,NYR-A,MON-H,,,,SJS-H,,,WPG-H,,,,PHI-A,,BOS-A,,,,ARI-H,TBL-A,LAK-H,,CGY-A,,OTT-H,,,DAL-A,
3/25/2014,,PIT-A,,MON-A,NYI-H,DET-H,,DAL-H,NSH-A,CHI-A,CBJ-A,SJS-H,OTT-H,WSH-A,,BUF-H,,COL-H,CAR-A,,FLA-A,,ARI-H,EDM-A,TOR-A,,STL-H,,,LAK-H
3/26/2014,CGY-A,,,,,,ANH-H,,,,,,,,VAN-H,,,,,PHI-H,,NYR-A,,,,,,MIN-A,,
3/27/2014,,NJD-A,CHI-H,NSH-A,FLA-A,,,BOS-A,VAN-H,,MON-H,,CAR-H,PIT-A,STL-A,DET-A,ARI-H,BUF-H,TBL-A,,,,LAK-H,WPG-H,MIN-H,NYI-H,,COL-A,SJS-A,
3/28/2014,EDM-A,,,,,PIT-H,NYR-H,OTT-A,,NSH-H,,ANH-H,,,,,,DAL-A,,CGY-A,CHI-H,TOR-H,CBJ-A,,,,PHI-A,,,
3/29/2014,VAN-A,MIN-H,WSH-A,TBL-H,CBJ-H,CAR-A,,,SJS-H,STL-A,TOR-A,,MON-H,WPG-H,ARI-A,FLA-A,NYI-A,,NJD-H,,,,,COL-A,DAL-H,BUF-A,DET-H,ANH-H,LAK-A,BOS-H
3/30/2014,,,PHI-A,,,,OTT-A,PIT-A,,,TBL-H,NYR-H,,,,,,WSH-H,,EDM-A,CGY-H,BOS-H,CHI-H,,,DET-A,,,,NSH-A
3/31/2014,WPG-H,,,,OTT-A,,,,,,,,NJD-A,MIN-H,LAK-A,,FLA-H,,,,CAR-H,,,,,,,,ANH-A,
4/1/2014,,WPG-H,,NJD-H,PIT-A,COL-H,TOR-A,,CBJ-A,WSH-A,,SJS-A,NYI-A,,,TBL-A,BUF-A,,FLA-H,VAN-A,,STL-A,CAR-H,EDM-H,PHI-H,MON-H,CGY-H,NYR-H,ARI-A,DAL-H
4/2/2014,EDM-H,LAK-A,DET-A,,,,,,,,BOS-H,ANH-A,,ARI-H,,,,,OTT-A,,NYI-H,,,,,,,,,
4/3/2014,,,TOR-A,STL-A,DAL-H,PHI-A,TBL-A,MIN-H,NYR-H,CAR-A,,,,SJS-A,CHI-A,,,,,COL-A,,CBJ-H,WPG-A,LAK-H,BUF-H,CGY-H,BOS-H,,PIT-H,
